Site name,Cat_No,Provenance code,X coordinate,Y coordinate,No. of artefacts,Artefact category,act_cat,Material,Material detail,Type,Sub-Type,Description,Inscription,Find No./Inv. No. ,Find No. reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase and find complex,Location,location_reduced,Gender ,Gender code,Width (cm),Rim diam. (cm),Base diam. (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other dimensions,Fabric,Published illustration,Published parallels
Ellingen,K0038,108,26.50,56.00,9,stone and metal working,SM,Slag,,Indeterminate fragments,,"4 medium, 5 small pieces.",,1991-2257,2257,,Planum 2,,Period 1-2,P1_2,,Building E - Area G,Building E,male,Ma,,,,,,,,256,,,,
Ellingen,J0026,127,28.20,51.50,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; square; upper side and four narrow sides with grinding traces, one short side rounded, under side horizontally worked.",,1991-2346,2346,,,,Period 1-2,P1_2,,"Building E, east",Building E,male?,ZMa,,,,,,,,408 (preserved),10.0 x 10.0 x 3.8 cm ,,Pl.  104,
Ellingen,J0092t,139,30.00,47.50,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-2345,2345,,,,Period 1-2,P1_2,,"Building E, east",Building E,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,K0060,139,30.00,47.50,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l large piece.,,1991-2345,2345,,,,Period 1-2,P1_2,,"Building E, east",Building E,male,Ma,,,,,,,,154,,,,
Ellingen,C0128,77,22.10,46.80,1,writing,W,Iron,,Stili,,"Stilus point, of round section.",,1991-2342,2342,,,,Period 1a?,ZP1A,,"Building E, posthole H3",Building E,male?,ZMa,,,,,,3.5 (preserved) ,0.3,,,,,
Ellingen,C0004b,115,27.00,40.00,1,combat equipment,E,Iron,,Javelins and lances,,Fragment of socketed pilum; three-sided pyramidal point distinctly offset from round-sectioned shaft; im upper third broken-off shaft widened to same size as socket.,,1991-2370 (shaft with point) ,2370,,,,Period 1-2,P1_2,,"Building E, south",Building E,male,Ma,,,,slit socket: 2.3  ,,"38.0  (preserved, not much longer originally)",shaft: 0.4-1.0  ,123 (preserved) ,,,Pl.  22,
Ellingen,K0063,115,27.00,40.00,11,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 10 small pieces.",,1991-2370,2370,,,,Period 1-2,P1_2,,"Building E, south",Building E,male,Ma,,,,,,,,135,,,,
Ellingen,K0108,20,15.00,44.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 small pieces.,,1991-2319,2319,,,,Period 1b-2?,ZP1B_2,,"Building E, stone setting",Building E,male,Ma,,,,,,,,36,,,,
Ellingen,F0030,20,15.00,44.00,5,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,Isings 85a?,Complete base with ring-shaped foot; light brown-olive.,,1991-2319,2319,,,,Period 1b-2?,ZP1B_2,,"Building E, stone setting",Building E,N/A,U,,,4,,,,,,,,Pl.  93,"Hochuli-Gysel et al., Chur I pl. 40.2."
Ellingen,M0009,59,20.00,40.00,1,cutting and sharpening,CS,Flint,,Indeterminate fragments,,Silex chip.,,1991-2306,2306,,,Pre-Roman,Period 1-2,P1_2,,"Building E, to south",Building E,male?,ZMa,2,,,,,2.9,,,,,,
Ellingen,W0006,59,20.00,40.00,1,gaming?/miscellaneous?,ZG_M,Animal bones,Worked ,Sheep,,"Metatarsus, proximal end.",,14 23 06,2306,,,,Period 1-2,P1_2,,"Building E, to south",Building E,male?/female?,ZMa_Fe,,,,,,,,,,,fig. 75. 9,
Ellingen,J0053,186,25.00,40.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,small,"Very fine-grained sandstone; fragment, long rectangular; all four long sides with grinding traces, additionally one long side with grinding grooves.",,1991-2321,2321,,,,Period 1-2,P1_2,,"Building E, to south",Building E,male?,ZMa,,,,,,,,38 (preserved) ,6.9 x 2.4 x 1.6 cm (preserved),,Pl.  104,
Ellingen,C0083,132,29.10,24.39,1,horse equipment,H,Iron,,Axle Pins,,"Axle pin; quadrangular shaft with wide oval disc head, in which is a semicircular  loop; the thinner end of the shaft rolled up into a small oval loop.",,13 08 82 / 1983-2761,882,,,,Period 1-2,P1_2,,Building F,Building F,N/A,U,,,,,,12.4,,,,,Pl.  28,
Ellingen,T0111,533,28.00,23.30,1,human remains,Sk,Human bones,,Human,,,,Building F,4024,,,,Period 1-2,P1_2,,Building F,Building F,male?/female?,ZMa_Fe,,,,,,,,,,,,
Ellingen,C0283h,58,20.00,30.00,1,dress,D,Iron,,Shoe nails,,Shoe nail similar to no. C282.,,1991-2290,2290,,,,Period 1-2,P1_2,,Building F area,Building F ,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,S0006,58,20.00,30.00,1,human remains,Sk,Human bones,,Adult?,,Skull fragment.,,14 22 89,2289,,,,Period 1-2,P1_2,,Building F area,Building F ,male?/female?,ZMa_Fe,,,,,,,,,,,,
Ellingen,J0092r,58,20.00,30.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-2286,2286,,,,Period 1-2,P1_2,,Building F area,Building F ,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,B0135,58,20.00,30.00,1,dress?/cloth working?/toilet?,ZD_C_T,Copper alloy,,Needles & pins,,"Pin fragment with round section, bent.",,1991-2290,2290,,,,Period 1-2,P1_2,,Building F area,Building F ,male?/female?,ZMa_Fe,,,,,,7.2  (preserved),0.3,,,,,
Ellingen,F0023,58,20.00,30.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,Isings 85b,l rim sherd of a cup with thickened rim; slightly greenish.,,1991-2293,2293,,,,Period 1_2,P1_2,,Building F area,Building F ,N/A,U,, 9-11 ,,,,,,,,,,
Ellingen,F0018,172,36.50,24.20,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Pots,Isings 67c,"l base sherd with complete foot, probably from a pot with out-turned vertical rim; slightly greenish.",,1991-2270,2270,,Planum 1 - under,,Period 1b-2?,ZP1B_2,,"Building F, east part ",Building F ,N/A,U,,,6.5,,,,,,,,Pl.  93,"Welker, Nida I 17f. pl. 3.44."
Ellingen,C0012,193,41.00,21.70,1,combat equipment,E,Iron,,Javelins and lances,,"Lance head with central ridge, leaf bent over in upper part.",,13 22 59 / 1983-2755,2259,,,,Period 1-2,P1_2,,"Building F, east part ",Building F ,male,Ma,blade:: c. 4.8 ,,,socket: 1.7 ,,c. 19.0 (preserved),,104 (preserved),,,Pl.  23,
Ellingen,C0068,93,24.00,27.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment with sharply arched back.,,1991-2234,2234,,,,Period 1-2,P1_2,,"Building F, north part ",Building F ,male?,ZMa,blade: 2.5 ,,,,,12.5 (preserved) ,,,,,Pl.  28,
Ellingen,F0013,41,17.50,30.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Dishes/bowls,,"l rim sherd of a bowl (?) with slightly thickened rim, three running round engraved lines; slightly greenish;",,1991-871,871,,,,Period 1_2,P1_2,,"Building F, north part  and north",Building F ,N/A,U,,14,,,,,,,,,Pl.  92,
Ellingen,F0033,41,17.50,30.00,2,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,,2 wall sherd of a straight-sided cup with double engraved lines; colourless.,,1991-871,871,,,,Period 1_2,P1_2,,"Building F, north part  and north",Building F ,N/A,U,,,,,,,wall: 0.15,,,,,Similar to F31.
Ellingen,C0283i,67,20.50,20.50,1,dress,D,Iron,,Shoe nails,,Shoe nail similar to no. C282.,,1991-2301,2301,,,,Period 1b-2,P1B_2,Find complex 10,"Building F, pit  F56",Building F ,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,L0007,67,20.50,20.50,1,stone and metal working,SM,Clay,,Crucibles,,"l rim sherd probably from a crucibles; outside whitish-grey, porous; inside grey-brown; ",,1991-2301,2301,,,,Period 1b-2?,ZP1B_2,Find complex 10,"Building F, pit  F56",Building F ,male,Ma,,,, 7-8 ,,,,,,medium; grey,,
Ellingen,B0137,67,20.50,20.50,1,dress?/cloth working?/toilet?,ZD_C_T,Copper alloy,,Needles & pins,,Pin fragment with oval section.,,1991-2301,2301,,,,Period 1b-2?,ZP1B_2,Find complex 10,"Building F, pit  F56",Building F ,male?/female?,ZMa_Fe,,,,,,2.5  (preserved) ,0.4 x 0.5 ,,,,,
Ellingen,J0041,181,39.50,28.50,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment; upper, lower and one short side with grinding traces and grinding grooves, long sides with grinding traces.",,1991-2260,2260,,,,Period 1b?,ZP1B,Find complex 11,"Building F, pit  F82",Building F ,male?,ZMa,,,,,,,,100 (preserved) ,5.1 x 5.2 x 2.7 cm  (preserved),,Pl.  104,
Ellingen,C0025,181,39.50,28.50,1,combat equipment,E,Iron,,Spears,,"Projectile point, one side of concave section, the opposite side arched; a round rivet hole in the lower third of the socket.",,13 22 51 / 1983-2760,2251,,,,Period 1b?,ZP1B,Find complex 11,"Building F, pit  F82",Building F ,male,Ma,,,,socket: 1.4 ,,15.4,,44,,,Pl.  24,
Ellingen,C0031,181,39.50,28.50,1,combat equipment,E,Iron,,Spears,,"Projectile point, quadrangular pyramidal.",,1991-2252,2252,,,,Period 1b?,ZP1B,Find complex 11,"Building F, pit  F82",Building F ,male,Ma,,,,socket: 1.2 ,,8.4,,28 (preserved),,,Pl.  25,
Ellingen,J0092u,36,17.00,27.50,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-2352,2352,,,,Period 1a?,ZP1A,Building F-I?,"Building F, posthole F19",Building F ,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,F0020,94,25.00,14.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,Isings 85b,l rim sherd of a cup with thickened rim and so-called 'gerissener' decoration; below a fish swimming right no longer legible letters (perhaps BE?); colourless.,,1991-2284,2284,,,,Period 1_2,P1_2,,"Building F, to west",Building F ,N/A,U,,12,,,,,,,,,Pl.  93,Similar to F19.
Ellingen,B0136,57,20.00,23.50,1,dress?/cloth working?/toilet?,ZD_C_T,Copper alloy,,Needles & pins,,Pin fragment with round section.,,1991-2310,2310,,,,Period 1-2,P1_2,,"Building F, west part ",Building F ,male?/female?,ZMa_Fe,,,,,,5.1 (preserved) ,0.4,,,,,
Ellingen,J0028,64,20.25,23.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; oval; upper side with grinding traces, long and narrow sides with grinding and processing traces.",,1991-2294,2294,,,,Period 1-2,P1_2,,"Building F, west part ",Building F ,male?,ZMa,,,,,,,,264,9.6 x 6.7 x 2.3 - 2.7 cm  (preserved) ,,Pl.  104,
Ellingen,C0055,1,0.00,0.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife with straight back and centrally placed handle tang.,,1991-315,315,,,,,ZZ,,"Fort area, stray find",Fort Area,male?,ZMa,blade: 2.7 ,,,,,20,,,,,Pl.  27,
Ellingen,C0062,1,0.00,0.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife with slightly arched back and centrally placed handle tang;,,1991-390,390,,,,,ZZ,,"Fort area, stray find",Fort Area,male?,ZMa,blade: 1.7 ,,,,,13.4 (preserved),,,,,Pl.  27,
Ellingen,C0073,1,0.00,0.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife with straight back and thickening on both sides at the transition of the blade to thehandle tang.,,1991- 339,339,,,Roman?,,ZZ,,"Fort area, stray find",Fort Area,male?,ZMa,blade: 2.0 ,,,,,10.5 (preserved),,,,,,
Ellingen,J0056,1,0.00,0.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,irregular,"Very fine-grained sandstone; long rectangular with pentagonal section; three long sides with grinding traces, two additionally with coarse grinding grooves, two long sides and narrow sides probably with processing traces.",,1991- 390.,390,,,,,ZZ,,"Fort area, stray find",Fort Area,male?,ZMa,,,,,,,,303 (preserved) ,12.1 x 4.0 - 5.2 x 3.3; 4.3 cm ,,Pl.  104,
Ellingen,B0078,1,0.00,0.00,1,horse equipment,H,Copper alloy,,Strap fittings,,"Strap holder, disc-shaped, with two long rectangular piercings.",,1991-390,390,,,,,ZZ,,"Fort area, stray find",Fort Area,N/A,U,,,,5.2,,,,,,,Pl.  17,"After Oldenstein, Ausrüstung 177 attributed ""very probably horse harness"". Ebd. pl. 52.617 (Niederbieber). 618 (Cannstatt).  Also Bonner Jahrb. 186,1986, 595 fig. 23.2 (Bergisch-Gladbach). A further example from Leuzendorf, Ldkr. Main-Tauber, outside the Limes (Dm. 6.0 cm. Prähistorische Staatssammlung München  1986.4762. - Hinweis H.-P. Kühnen). Modern according to Th. Fischer. Known from three other fort contexts, therefore probably Roman?"
Ellingen,K0020,1,0.00,0.00,15,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, 4 medium, 10 small pieces.",,1991-390,390,,,,,ZZ,,"Fort area, stray find",Fort Area,male,Ma,,,,,,,,629,,,,
Ellingen,C0121b,1,0.00,0.00,1,wood and leather working,WL,Iron,,Axes,,"Axe, long Necken; probably belongs together with blade; oval shaft hole with slightly bulging walls set approximately diagonally to the incurving front; blade slightly rounded; slightly vaulted shaft hole flange under the casing; not possible to determine whether the shaft hole flange was also over the casing.",,1991-2298 (neck found on 20.9.1982).,2298,,,,Period 1_2,P1_2,,"Fort area, stray find",Fort Area,male,Ma,blade 4.7  ,,,,,11.9,,300 (preserved) ,,,Pl.  31,"Pietsch, Saalburg 8ff., esp. 12f. (Group C); Manning, Iron 15f. (Type 3)."
Ellingen,EII1703,1,0.00,0.00,1,dress?/cloth working?,ZD_C,Ceramic,,Beads/spindlewhorls?,,"Spindle whorl, biconical, decorated with indents at the carination; grey-brown to black.",,1991-2297,2297,,,prehistoric or imperial,,ZZ,,"Fort area, stray find",Fort Area,female?/child?,ZFe_Ch,,,, 3.2;  central hole diam. c. 3mm,2.6,,,,,medium,Pl.  91,
Ellingen,B0087,1,0.00,0.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,"Enamel decorated disc, broken in the centre; a concentric bar separates display side in two decorative zones; enamel fallen out.",,1991-385,385,,,,,ZZ,,"Fort area, stray find",Fort Area,male?/female?,ZMa_Fe,,,,2,,,,,,,Pl.  18,
Ellingen,B0090,1,0.00,0.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,"Small disc, robust protuberance on the rear side. ",,1991-339,339,,,,,ZZ,,"Fort area, stray find",Fort Area,male?/female?,ZMa_Fe,,,,1.5,,,,,,,Pl.  18,
Ellingen,B0111,1,0.00,0.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Finger-rings,,Finger ring (?).,,1991-752,752,,,,,ZZ,,"Fort area, stray find",Fort Area,female?/child?,ZFe_Ch,,,,1.4,,,,,,,Pl.  18,
Ellingen,B0050,1,0.00,0.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Decorative fitting in the shape of a vase with two S-handles; out of the vase spouts a three-petalled flower; vase with outlined, diagonally ribbed haft; two small rivet shafts on the rear side.",,13 11 81 / 1983-2735,1181,,,,,ZZ,,"Fort area, stray find",Fort Area,male?,ZMa,,,,,,4.1,,,,,Pl.  16,"P. Böhm, K, H. Rieder und H. Sohmen, Römerkastell, Böhming 181-1981[sic].1800 Jahre (1981) fig. 6 (Fibel)."
Ellingen,B0066,1,0.00,0.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Narrow bronze band, D-shaped section, edges of the upper side slightly bent, twice bent rectangular; fragment of a buckle bow?",,1991-339,339,,,,,ZZ,,"Fort area, stray find",Fort Area,male?,ZMa,2.2 (preserved) ,,,,,3.9,,,,,Pl.  17,
Ellingen,F0044,1,0.00,0.00,5,toilet?,ZT,Glass,Natural,Unguentaria and small bottles,,"Complete base, inwards vaulted at the centre; probably from a small bottle; lightish greenish-blue, matt.",,1991-339,339,,,,,ZZ,,"Fort area, stray find",Fort Area,female?,ZFe,,,2.6,,,,,,,,Pl.  94,"E.g. Goethert-Polaschek, Gläser Trier 125ff. (Form 79) und Welker, Nida II 48f."
Ellingen,F0045,1,0.00,0.00,5,toilet?,ZT,Glass,Natural,Unguentaria and small bottles,,"Complete base, vaulted inwards at the centre; probably from a small bottle; light greenish-blue.",,1991-339,339,,,,,ZZ,,"Fort area, stray find",Fort Area,female?,ZFe,,,2.5,,,,,,,,Pl.  94,Similar to F44.
Ellingen,F0035,1,0.00,0.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,,"l rim sherd of a cup with slightly retracted and slightly thickened rim; colourless, matt.",,1991-339,339,,,,Period 1_2,P1_2,,"Fort area, stray find",Fort Area,N/A,U,,7.1,,,,,,,,,Pl.  93,
Ellingen,J0039,63,20.25,19.50,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,Very fine-grained sandstone; fragment; upper side and one long side with grinding traces.,,1991-2283,2283,,,,,ZZ,,"Fort area, stray find",Fort Area,male?,ZMa,,,,,,,,70 (preserved) , 6.0 x 4.4 x 2.1 cm  (preserved),,Pl.  104,
Ellingen,B0082,527,90.00,0.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,Disc with two round perforations; front side with white metal coating and scratched triangle; worn traces in the holes not recognisable; on rear side a 0.6 cm long tongue.,,E 198975,75,,,,,ZZ,"Fort, NW corner","Fort area, stray find",Fort Area,male?/female?,ZMa_Fe,,,,2.6,,,,,,,Pl.  18,"Oldenstein, Ausrüstung 176 pl. 51.598 (Weißenburg)."
Ellingen,C0044,527,90.00,0.00,1,combat equipment,E,Iron,,Arrowheads,,"Three-winged arrowhead with tang, wings offset slightly diagonally to the tang (Type 3).",,Stray find from fort area,4000,,,,Period 1-2,P1_2,,"Fort context, arbitary",Fort Area,male,Ma,0.9,,,,,5.8; without barb: 3.6 ,,4 (preserved),,,Pl.  25,
Ellingen,K0051,527,90.00,0.00,10,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 8 small pieces.",,Stray finde fort area (Abraum),4000,,,,,ZZ,,"Fort context, arbitary",Fort Area,male,Ma,,,,,,,,200,,,,
Ellingen,EII1701,527,90.00,0.00,1,cloth working,C,Ceramic,,Spindlewhorls,,Spindle whorl with radially arranged grooves; black.,,Stray find fort and vicus area (W. Pöschl),4001,,,prehistoric or imperial,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,female,Fe,,,,4.4,2.5,,,,,Fine to medium; porous,Pl.  91,
Ellingen,EII1702,527,90.00,0.00,1,cloth working,C,Ceramic,,Spindlewhorls,,"Spindle whorl, biconical, with radially arranged indents; grey-brown to dark grey.",,Stray find fort and vicus area (W. Pöschl),4001,,,prehistoric or imperial,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,female,Fe,,,,3.3,1.9,,,,,medium,Pl.  91,
Ellingen,C0056,527,90.00,0.00,1,cutting and sharpening,CS,Iron,,Knives,,"Knife with straight back and centrally placed, broken handle tang.",,Stray find from fort and vicus area (W. Pöschl),4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,male?,ZMa,blade: 2.1 ,,,,,12.5 (preserved),,,,,Pl.  27,
Ellingen,C0064,527,90.00,0.00,1,cutting and sharpening,CS,Iron,,Knives,,"Knife with straight back, slanting at a point, and high placed handle tang.",,Stray find from fort and vicus area (W.Pöschl).,4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,male?,ZMa,blade: 2.1 ,,,,,17.5,,,,,Pl.  27,
Ellingen,B0041,527,90.00,0.00,1,combat dress,DE,Copper alloy,,Belt attachments,,Leaf-shaped fitting with small oval to triangular piercings and two rivet shafts.,,Stray find from fort and vicus area (Hartmann 1983).,4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,male,Ma,2.2,,,,,4,,,,,Pl.  16,
Ellingen,C0084,527,90.00,0.00,1,horse equipment,H,Iron,,Nails,,Grinding nail with round head and rectangular hole at the blunt end.,,Stray find from fort and vicus area (Garscha).,4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,N/A,U,,,,head: 5.4  ,,22.7,2.6,,,,Pl.  28,Garbsch loc. cit. 61f.
Ellingen,C0103,527,90.00,0.00,1,stone and metal working,SM,Iron,,Chisels,cold,Cold chisel (blacksmith's chisel) with slightly facetted handle.,,Stray find from fort and vicus area (Garscha). ,4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,male,Ma, blade 1.6  ,,,,,9.5,,116,,,Pl.  30,"Pietsch, Saalburg 37; pl. 11.231, 232 (Saalburg)."
Ellingen,D0003,527,90.00,0.00,1,dress?/cloth working?,ZD_C,Lead,,Spindlewhorls?,,"Spindle whorl, disc-shaped.",,Stray find from fort and vicus area (Hartmann 1983-).,4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,female?,ZFe,,,, 2.9; hole: 0.45 ,,,,,,,Pl.  38,
Ellingen,D0006,527,90.00,0.00,1,dress?/cloth working?,ZD_C,Lead,,Beads?,,"Spindle whorl, truncated conical-shaped.",,Stray find from fort and vicus area (Hartmann 1983-). ,4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,female?,ZFe,,,, 2.0; hole: 0.3 ,,,,,,,Pl.  38,"Walke, Straubing pl. 111.1."
Ellingen,D0007,527,90.00,0.00,1,dress?/cloth working?,ZD_C,Lead,,Spindlewhorls?,,"Spindle whorl, truncated conical-shaped.",,Stray find from fort and vicus area (W. Pöschl),4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,female?,ZFe,,,, 3.4; hole: 0.5 ,1,,,,,,,
Ellingen,B0045,527,90.00,0.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Strap fastener, rectangular, with fine groove at the edge; on the rear side pin with opposing knob; fragment, remains of an illegible inscription.",,Stray find from fort and vicus area (Pöschl). Oldenstein Ausrüstung 190ff.; pl. 59745 (Feldberg).,4001,,,,,ZZ,,"Fort or vicus content, arbitary",Possible Fort Area,male?,ZMa,1.7 (preserved),,,,,3.0  (preserved),,,,,Pl.  16,Oldenstein Ausrüstung 190ff.; pl. 597.45 (Feldberg).
Ellingen,C0122,527,90.00,0.00,1,agricultural,A,Iron,,Sickles,,Sickle with semicircular blade and handle tang; blade broken.,,1991-321,321,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,blade:: 3.0  ,,,,,29.5 (preserved) ,,63 (preserved),,,Pl.  31,"Pietsch, Saalburg 71 with note 779 and pl. 25.548 (Feldberg); Manning, Iron 50ff."
Ellingen,C0057,527,90.00,0.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife with straight back and centrally placed handle tang.,,E 1979132,132,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?,ZMa,blade: 2.1 ,,,,,16.4 (preserved),,,,,Pl.  27,
Ellingen,J0036,527,90.00,0.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment; upper side with grinding grooves, under side irregular, long sides with grinding traces and grinding grooves, sloping long edges.",,1991-2322,2322,,,,Period 1-2,P1_2,,"Fort or vicus, stray find",Possible Fort Area,male?,ZMa,,,,,,,,108 (preserved),6.3 x 4.7 x 2.8 cm  (preserved),,Pl.  104,
Ellingen,J0038,527,90.00,0.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment; upper, lower and long sides with grinding traces, additionally under side with grinding grooves.",,1991-2322,2322,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?,ZMa,,,,,,,,137 (preserved), 6.1 x 6.0 x 2.4 cm  (preserved),,Pl.  104,
Ellingen,B0019,527,90.00,0.00,1,dress,D,Copper alloy,,Brooches,Riha Type 7.25; Feugere Type 29a10a,"Horse-shaped disc brooch. Two piece bronze brooch; side hinge, pin missing; longitudinal pin holder; small horse facing right, plastic head, body plain on the underside, on the upper side nine small round pits filled with blue and green enamel; front and hind legs broken off.",,E 1979105,105,2nd cent. AD,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male?/female?,ZMa_Fe,,,,,,3.3,,,,,Pl.  15,"J. Matouschek and H. Nowak, Rom. Österreich 7,1979, 108 fig. 41 (Carnuntum); 109 fig. 42 (findplace?); ebd. 9/10, 1981/82, 180 fig. 40 (Carnuntum)."
Ellingen,M0022,527,90.00,0.00,1,dress,D,Glass,Yellow,Beads,,Fragment of a yellow slanting eye bead with white-blue eyes.,,E 1983-84,84,,,early Latène,Period 1a?,ZP1A,,"Fort or vicus, stray find",Possible Fort Area,female?/child?,ZFe_Ch,,,,complete 2.4,,,,,,,Pl.  102," W. Auer, Die frühlatenezeitlichen Schichtaugenperlen in Nordbayern. Abhandl. Naturhist. Ges. Nürnberg 39, 1982, 215-252."
Ellingen,B0043,527,90.00,0.00,1,combat dress,DE,Copper alloy,,Belt attachments,,"Strap fastener, open-worked fragment. A circular opening surrounded by four approximately triangular opeings, that must originate have been a ring with two appendige. ",,E 1983-62,62,,,,Period 1b-2?,ZP1B_2,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,1.3 (preserved),,,,,1.5  (preserved),,,,,Pl.  16,"The pattern matches the central part of three fittings from Linz, Saalburg and Zugmantel. See Oldenstein, Ausrüstung 196 with fig. 5; pl. 64.816, 817."
Ellingen,B0026,527,90.00,0.00,1,combat equipment,E,Copper alloy,,Shields,stud,So-called shield boss nail.,,E 198022,22,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,,,,headplate: 2.1 ,,1.8,,,,,Pl.  15,"Oldenstein, Ausrüstung 173f.; pl. 50. 566, 574 (Straubing). 578. 581 (Weißenburg)."
Ellingen,B0027,527,90.00,0.00,1,combat equipment,E,Copper alloy,,Shields,stud,So-called shield boss nail with head plate with notched edge; pin with eye soldered on.,,E 197973,73,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,,,,head: 3.0 ,,2.3,,,,,Pl.  15,
Ellingen,C0005,527,90.00,0.00,1,combat equipment,E,Iron,,Javelins and lances,,Lance head with central ridge and small iron rivet in the socket; partly restored.,,13 03 04 / 1983-2754,304,,,,,ZZ,,"Fort or Vicus, stray find",Possible Fort Area,male,Ma,blade:: 6.6 ,,,socket: 1.9 ,,31,,154 (preserved),,,Pl.  22,
Ellingen,C0015,527,90.00,0.00,1,combat equipment,E,Iron,,Javelins and lances,,Lance head with slight central ridge.,,E 1983-62,62,,,,,ZZ,,"Fort or vicus, stray find",Possible Fort Area,male,Ma,blade originally 2.7 ,,,slit socket: 1.1 ,,11.2 (preserved),,,,,Pl.  23,
Ellingen,C0016,527,90.00,0.00,1,combat equipment,E,Iron,,Javelins and lances,,Lance head without central ridge.,,1991-304,304,,,,,ZZ,,"Fort or Vicus, stray find",Possible Fort Area,male,Ma,blade:: 2.4 ,,,socket: 1.7 ,,13.2 (preserved),,51 (preserved) ,,,Pl.  23,
