ID,SF or Cat no,Ctxt ID,Object category,Condition,Obj Type,Firm ID?,Description,Quantity,Height cm,Width cm,Length cm,Depth cm,Diameter cm,Rim dia cm,Base dia cm,Material,Technique,Appearance,Stylistic date,Figure no,Obj Illustration,Out of copyright,Notes,VS parallels
3547,SardShU73(E5b),SardShE5,Container,intact,Jug-Gen,Y,badly dented & corroded,1,23,,,,,12,37,Cu alloy,,other metal,,,0,FALSE,in situ on colonnade floor with cauldrons ID3544 and ID3545,
3548,SardShU67(E5c),SardShE5,Container,intact,Jug-Gen,Y,similar to [ID3547]; iron handle,1,23.9,,,,17.9,13.2,,Cu alloy; Iron,,other metal,,,0,FALSE,,
3549,SardShM67.4:7291,SardShE5,Lighting,intact,Lamp-Sculptural-Lion,Y,open mouth holds shell for spout ƒ crude patches fill hole in back,1,8.3,4,16.4,,,,,Cu alloy,,incised decoration; other metal,,232; 233,0,FALSE,,
3550,SardShM69.3:7919,SardShE5,Commerce; Industry; Uncertain,intact,Steelyard,Y,with weight; chain; 6 hooks; beam w 2 suspension hooks; graduated on 2 sides w incised lines; dots & dotted letters,1,,1.3,39,,,,,Cu alloy,,other metal,,235; 236,0,FALSE,,
3551,SardShM68.22:7843,SardShE5,Industry; Tool,broken,Axe,Y,blade; flat w wide splayed edge,1,,8.4,,,,,,Iron,,other metal,,238,0,FALSE,,
3552,SardShU68F239,SardShE5,Military; Tool; Uncertain,broken,Dagger,Y,flat tapering blade w sloping shoulders,1,,2.5,,,,,,Iron,,other metal,,239,0,FALSE,,
3553,SardShM69.1.7917,SardShE5,Industry; Tool,broken,Pounder,N,wide heavy head; flat underside narrows to a tang,1,,4.5,,,,,,Iron,,other metal,,240,0,FALSE,,
3554,SardShU68F241,SardShE5,Industry; Tool,broken,Pounder,N,trapezoidal head,1,,4.9,,,,,,Iron,,other metal,,241,0,FALSE,,
3555,SardShM69.2:7918,SardShE5,Agriculture; Tool,fragmentary,Sickle,Y,curved tapering blade; one end straight (tang?),1,,,25.5,,,,,Iron,,other metal,,,0,FALSE,,
3556,SardShM68.23:7889,SardShE5,Military; Other; Tool,broken,Sword,Y,complete in 6 pieces; long narrow flat blade tapers to point; haft w flat section; traces of charred wood adhered to surface,1,,5.4,76.5,,,,,Iron,,other metal,,242,0,FALSE,,
3557,SardShU67F243,SardShE5,Container,broken,Amphora-Gen,Y,piriform w knobbed foot; 1 handle; int lined w mastic,1,48,,,,22.9,,,Other; Pottery/ceramic,,clay orange,,243,0,FALSE,,
3558,SardShU68F245,SardShE5,Container,broken,Amphora-Gen,Y,piriform; scar for 1 handle (missing); charred substance at int of neck; ext ridged int smooth; cloth or sponge marks can be seen over the ridges,1,35,,,,17.5,,,Pottery/ceramic,,slip light beige,,245,0,FALSE,,
3559,SardShP68.183:7902,SardShE5,Container,fragmentary,Amphora-Gen,Y,neck & shoulder w handle; graffito on shoulder NK above; K below 2 incised lines,1,,,,,17.3,,,Pottery/ceramic,,clay buff; incised decoration; slip orange,,244,0,FALSE,,
3560,SardShU68F246,SardShE5,Container,broken,Amphora-Gen,Y,wide mouth w everted rim & ridge below; ridged on ext & int below shoulder; graffito crude monogram beginning _,1,38.6,,,,30.8,,,Pottery/ceramic,,clay buff; clay grey,,246,0,FALSE,,
3561,SardShU68(E5a),SardShE5,Container; Religious,fragmentary,Ampulla,Y,only centre preserved; cross w loops in corners; had dots on arms,1,,,,,,,,Pottery/ceramic,,abraded; clay pink; micaceous; moulded decoration; slip pink,,,0,FALSE,Found below floor level,
3562,SardShU67F247,SardShE5,Container,intact,Basin-Gen,Y,flat bottom; straight sides; out-turned rounded rim w 6 deep grooves; decoration grooves & combed wavy lines,3,10.7,,,,,,21.6,Pottery/ceramic,,combed decoration; incised decoration; slip light beige,,247,0,FALSE,,
3563,SardShU67(E5d),SardShE5,Container,fragmentary,Basin-Gen,Y,out-tuned rounded rim; brick-like clay; soaked; many blowouts,1,13.2,,,,,30,,Pottery/ceramic,,,,,0,FALSE,,
3564,SardShP67.6:7294,SardShE5,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,sharply ridged straight wall slants outward; turns inward sharply to flat bottom; smoothed rim; ring foot,1,4,,,,,12,,Pottery/ceramic,,clay red; micaceous; slip red,,248,0,FALSE,,
3565,SardShP67.7:7298,SardShE5,Container; Food & drink; Uncertain,intact,Bowl-OutfoldedRim,Y,wide channel formed in rim by removing inner lip; but no spout; contains glassy slag overlying powdery red residue; used as crucible,1,9,,,,,25,,Pottery/ceramic,,clay buff,,249,0,FALSE,,
3566,SardShU67F250,SardShE5,Container; Food & drink; Uncertain,broken,Bowl-CarinatedShlw,Y,ring foot; upright rim w 2 carinations below,1,28,,,,,14,,Pottery/ceramic,,clay red,,250,0,FALSE,,
3567,SardShU67F251,SardShE5,Container; Food & drink; Uncertain,broken,Bowl-CarinatedShlw,Y,shape as [ID3566]; stained w mottled rose-blue-yellow; residue bubbled in some spots,1,7.5,,,,,26.3,,Pottery/ceramic,,clay red,,251,0,FALSE,,
3568,SardShU68(E5b),SardShE5,Container; Food & drink; Uncertain,broken,Bowl-CarinatedShlw,Y,as [ID3567]; residue of powder constituted primarily of sulphur & iron adheres tightly to int; swirl lines show it had been stirred prior to pouring,1,7.5,,,,,26.3,,Pottery/ceramic,,clay red,,,0,FALSE,,
3569,SardShU67F252,SardShE5,Container; Food & drink; Uncertain,fragmentary,Bowl-Shlw,Y,almost straight slanted sides; plain inturned rim; low ring foot,1,7.4,,,,,29,,Pottery/ceramic,,micaceous; slip red,,252,0,FALSE,,
3570,SardShU68F253,SardShE5,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,shallow curved wall; upturned rim w groove around top; slip on int,1,7,,,,,27,,Pottery/ceramic,,clay red; slip red,,253,0,FALSE,,
3571,SardShU67(E5e),SardShE5,Container; Food & drink; Uncertain,fragmentary,Bowl-Gen,Y,horiz ledge rim,1,,,,,,16,,Pottery/ceramic,,slip red,,,0,FALSE,,
3572,SardShU68F254,SardShE5,Container; Food & drink,intact,Cup-NoHandle,Y,wall curves inward toward rim; no lip; ext ridged int smooth,1,3.5,,,,,6,,Pottery/ceramic,,clay buff; clay pink; micaceous,,254,0,FALSE,,
3573,SardShP68.174:7885,SardShE5,Container,intact,Flask-Gen,Y,2 handles; straight neck w flange just above handle joins,1,23.5,,,,14,,,Pottery/ceramic,,clay buff; clay pink; micaceous,,258; 259,0,FALSE,,
3574,SardShP68.165:7872,SardShE5,Container,broken,Flask-Gen,Y,complete & restored; mould-made; short neck w 2 handles attached below lip; sides round; slightly convex; decorated w medallions (1. Large cross w hares on either side reaching up to eat branches; 2. 2 facing geese w beaks raised to eat single bunch grape,1,24,,,,19,,,Pottery/ceramic,,clay pink; slip red,,255; 256; 257,0,FALSE,,
3575,SardShP68.176:7887,SardShE5,Container,intact,Jug-Gen,Y,ovoid body narrow neck flaring mouth ridged on ext above sharp flange,1,20.5,,,,15,,,Pottery/ceramic,,clay buff; clay pink; micaceous; slip buff; slip pink,,260,0,FALSE,,
3576,SardShP68.175:7886,SardShE5,Container,intact,Jug-Gen,Y,neck flares to rimless rounded lip; crookedly thrown; neck 2 wavy lines unevenly incised around neck; one at midpoint,1,16.5,,,,12,,,Pottery/ceramic,,abraded; clay buff; clay pink; micaceous,,261,0,FALSE,,
3577,SardShU67(E5f),SardShE5,Container; Other,intact,ClosedVessel,Y,concave base of jug or other closed vessel,1,,,,,,,10.3,Pottery/ceramic,,,,,0,FALSE,,
3578,SardShU67F262,SardShE5,Container; Other,intact,Lid-Gen,Y,concave w recessed knob; slightly concave ledge rim; designed to fit into wide mouth of vessel,1,4.5,,,,,17.3,,Pottery/ceramic,,clay buff; clay pink; micaceous,,262,0,FALSE,,
3579,SardShL67.5:7295,SardShE5,Lighting,intact,LampHanging,Y,mould-made; rectangular w 4 nozzles; raised; flat discus; central pour hole; 3 pierced vertical loops for suspension,1,5.5,,11,,,,,Pottery/ceramic,,clay buff; clay pink; micaceous; slip red,,263,0,FALSE,,
3580,SardShL67.6:7296,SardShE5,Lighting,intact,Lamp,Y,mould-made; pear-shaped body; no discus; horiz ridge handle,1,3.5,,8,,,,,Pottery/ceramic,,,,264,0,FALSE,,
3581,SardShL68.19:7891,SardShE5,Lighting,intact,Lamp,Y,mould-made; round; solid crescent-shaped handle; top slightly concave,2,4.5,,7.7,,,,,Pottery/ceramic,,clay buff; slip buff,,265,0,FALSE,1 recorded with Cat no here; the other as Uninv 73,
3582,SardShS68.37:7890,SardShE5,Industry,intact,Mortar-Gen,Y,round w flat rim & base; 3 knob handles; round spout w pour channel,1,6.5,,,,,10,7,Stone other,,,,266,0,FALSE,,
3584,SardShU67(E6a),SardShE6,Industry,intact,Frit,Y,quantity retaining shape of ridged ceramic container; mixture of ground quartz & blue glass,1,,,,,,,,Glass; Stone other,,blue,,,0,FALSE,,
3585,SardShM67.36:7585,SardShE6,Commerce; Food & drink,intact,Authepsa,Y,ovoid body; tall slightly concave neck; poss originally spouted; grill on underside for hot coals; within vessel is tall tubular chimney; high arched handle,1,37.5,,,,18,4.3,,Copper,,other metal,,281; 282,0,FALSE,,
3586,SardShU67(E6b),SardShE6,Container; Food & drink; Uncertain,intact,Bowl-Deep,Y,nearly hemispherical; everted ledge rim slightly bent up at edge,1,,,,,,22.5,,Cu alloy,,other metal,,,0,FALSE,,
3587,SardShJ73.2:8222,SardShE6,Dress accessory; Jewellery,broken,Brooch-Circular,Y,w green & blue glass paste inlay; orig gilded,1,,,,,3.5,,,Cu alloy; Gilded; Glass,,blue; gold; green,,283,0,FALSE,,
3588,SardShM67.39:7588,SardShE6,Other,intact,Censer,Y,cylindrical bowl; 3 feet; wide everted rim w 3 suspension loops,1,6,,,,,8,,Cu alloy,,other metal,,275,0,FALSE,,
3589,SardShM67.16:7382,SardShE6,Container,intact,Jug-Gen,Y,cylindrical body; sloping shoulder; ridge around concave neck; iron handle attached to shoulder & to iron band around neck,1,32.5,,,,22.8,,,Cu alloy; Iron,,other metal,,285,0,FALSE,,
3590,SardShM67.28:7474,SardShE6,Lighting,broken,LampStand,Y,circular saucer w tapered spike; profiled shaft; base missing,1,28.5,,,,,9.5,,Cu alloy,,other metal,,284,0,FALSE,,
3591,SardShM67.37:7586,SardShE6,Food & drink,broken,Cookware-Pan-Fluted,Y,flaring sides; one long flat handle made in one piece w rim; lead ring foot w copper alloy covering,1,11,,,,,30,,Cu alloy; Lead/pewter,,other metal,,273,0,FALSE,,
3592,SardShM67.38:7587,SardShE6,Food & drink; Industry; Other; Tool; Uncertain,intact,Strainer,Y,shallow pan; triangular perforations; ledge rim; flat handle w rounded end,1,5.5,,,,,16,,Cu alloy,,other metal,,276; 286,0,FALSE,,
3593,SardShU67(E6c),SardShE6,Industry; Tool,broken,Hammer-Adze,Y,adze slopes sharply down from socket to thin splayed edge; hammer end apparently round in section,1,,,,,,,,Iron,,other metal,,,0,FALSE,,
3594,SardShM67.17:7383,SardShE6,Lighting,broken,Candelabrum,Y,long thin shaft; 3 curved legs; cu alloy base & candle holder,1,143.9,5.9,,,,,,Cu alloy; Iron,,other metal,,289,0,FALSE,,
3595,SardShU67(E6d),SardShE6,Tool,broken,Knife-Gen,Y,straight back & edge; long triangular tang,1,19.8,2.3,,,,,,Iron,,other metal,,,0,FALSE,,
3596,SardShM67.20:7399,SardShE6,Container; Other,broken,Lid-Flask,Y,top only & poss stump of handle,1,,,,,9.5,,,Iron,,other metal,,288,0,FALSE,,
3597,SardShM67.18:7397,SardShE6,Security,intact,Lock-WholeWithKey,Y,rectangular; made of 2 plates fitted together; 4 rivet holes at corners; vertical keyhole w round top; ring attached; found w key; rectangular bit pierced by 2 slots,1,6.5,7.5,,,,,,Iron,,other metal,,288,0,FALSE,,
3598,SardShM67.19:7398,SardShE6,Security,intact,Lock-Plate,Y,round; remains of nails in 2 holes; vertical keyhole; horiz slot below it,1,,,,,5.8,,,Iron,,other metal,,288,0,FALSE,,
3599,SardShU67F274,SardShE6,Industry; Other; Tool; Uncertain,broken,Trowel,Y,triangular flat blade set at right angles to curved handle,1,,6.5,,,,,,Iron,,other metal,,274,0,FALSE,found in putlog hole,
3600,SardShU67F290,SardShE6,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,double moulding below upturned rim; ring foot; slipped on ext & int; unevenly carved & ridged on ext as though finished when leather-hard,1,5.7,,,,,25.5,,Pottery/ceramic,,moulded decoration,,290,0,FALSE,,
3601,SardShUncat67(E6a),SardShE6,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,,2,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3602,SardShU67(E6e),SardShE6,Container; Food & drink,intact,Cup-NoHandle,Y,small; rounded side; plain rim; flat string-cut bottom,31,4,,,,,6,,Pottery/ceramic,,clay buff; clay orange; slip red,,cf 254,0,FALSE,,
3603,SardShP67.17:7340,SardShE6,Container; Other,fragmentary,ClosedVessel,Y,6 joining frags of shoulder; fabric tempered as cooking ware w many blowouts on ext; graffito _______ scratched after firing just below neck,1,,,,,,,,Pottery/ceramic,,,,291,0,FALSE,,
3604,SardShU67F292,SardShE6,Container,broken,Jug-Gen,Y,one handle; squat bag-shaped body; concave base smoothed to form ring foot,1,18.3,,,,15.5,,,Pottery/ceramic,,micaceous,,292,0,FALSE,,
3605,SardShU67F293,SardShE6,Container; Other,intact,Lid-Domed,Y,slanted walls; flat knob,1,7,,,,8.4,,,Pottery/ceramic,,discolouration burning; micaceous,,293,0,FALSE,,
3606,SardShU67F294,SardShE6,Container; Other,intact,Lid-Domed,Y,as [ID3605] but much finer clay,1,4.8,,,,16,,,Pottery/ceramic,,discolouration burning,,294,0,FALSE,,
3607,SardShU67F295,SardShE6,Container; Other,intact,Lid-Flat,Y,thickens at edge; concave knob w side smoothed downward,1,3.8,,,,17.1,,,Pottery/ceramic,,clay orange; clay red; micaceous,,295,0,FALSE,,
3608,SardShU67F296,SardShE6,Container; Other,intact,Lid-Flat,Y,as [ID3607]; impression of straw mat on underside,1,3.8,,,,18,,,Pottery/ceramic,,clay orange; clay red; micaceous,,296,0,FALSE,,
3609,SardShU67F297,SardShE6,Container; Other,intact,Lid-Flat,Y,as [ID3607]; impression of straw mat on underside; 4 concentric ridges on ext nr rim,1,5.4,,,,28.1,,,Pottery/ceramic,,clay orange; clay red; micaceous,,297,0,FALSE,,
3610,SardShS67.9:7320,SardShE6,Industry,intact,Mortar-ModifiedColumn,Y,shaft of column; square base,1,19,11,,,,8.5,,Marble,,grey,,300,0,FALSE,,
3611,SardShU67F268,SardShE6,Industry,intact,Mortar-Cylindrical,Y,sides taper to moulded [sic] base; contains yellow residue (sulphur?),1,61,,,,,55,,Marble,,,,268,0,FALSE,standing on floor in middle of W wall covered w square tile,
3612,SardShU67F271,SardShE6,Industry,intact,Mortar-Gen,Y,square top; rough-chiselled rounded sides; hemispherical basin w hole in bottom,1,57,62,,,,,,Marble,,grey,,271,0,FALSE,,
3613,SardShS67.6A.7316,SardShE6,Industry,intact,Mortar-Gen,Y,round; flat bottom; w groove on 1 side; 3 large knob handles; int worn v smooth,1,10,,,,,22.5,15,Marble,,,,298,0,FALSE,found nr [ID3615],
3614,SardShS67.11:7337,SardShE6,Industry,intact,Mortar-Gen,Y,round; uneven bottom; rounded spout; 3 large knob handles; flat wide rim,1,10.5,,,,,28.6,15,Marble,,,,299,0,FALSE,,
3615,SardShS67.6B:7316,SardShE6,Industry,broken,Pestle-Elbow,Y,long end broken; short used as oval working surface,1,,6,8.4,,,,,Marble,,,,,0,FALSE,found nr [ID3613],
3616,SardShS67.7.7318,SardShE6,Industry,intact,Pestle-Elbow,Y,shaped like leg & foot; poss dolomite w large mica inclusions; entire surface smoothed but not polished,1,25.5,15,,,,10.2,,Stone other,,micaceous,,301,0,FALSE,,
3617,SardShS67.8.7319,SardShE6,Industry,intact,Pestle-Round,Y,spherical [sic]; top & bottom flat & v smooth w depression in centre; basalt,1,7,,,,11.5,9,9,Stone other,,dark grey,,302,0,FALSE,,
3618,SardShU67(E7a),SardShE7,Commerce,broken,BalanceScale,Y,part of beam w broken suspension device,1,,,,,,,,Cu alloy,,other metal,,cf 468,0,FALSE,found in colonnade between E7 & E8,
3619,SardShU67(E7b),SardShE7,Commerce,fragmentary,BalanceScale,Y,as [ID3618]; v fragmentary,1,,,,,,,,Cu alloy,,other metal,,,0,FALSE,,
3620,SardShM67.32:7482,SardShE7,Other,intact,Censer,Y,cast hexagonal bowl; everted ledge rim; 3 suspension loops; 3 cast feet; w chain & hook attached,1,6.7,,,,8.5,,,Cu alloy,,other metal,,303; 304,0,FALSE,,
3621,SardShM67.8:7317,SardShE7,Uncertain,broken,MetalPiece,Y,finial; biconical knob on flared base in one piece w solid rectangular shaft; prob from furniture,1,,1.2,,,,,,Cu alloy,,other metal,,305,0,FALSE,,
3622,SardShM67.26:7472,SardShE7,Commerce; Industry; Uncertain,fragmentary,Steelyard-Arm,Y,part of beam w incised graduations on 2 faces; conical stop at long end,1,,,7.1,,,,,Cu alloy,,other metal,,,0,FALSE,see Crawford 1990 p64 for measurements of graduations,
3623,SardShM67.31:7481,SardShE7,Commerce; Industry; Uncertain,broken,Steelyard,Y,beam w incised graduations on 2 faces; found w fragments of another beam; hooks; lead weight w copper alloy casing,1,,,47.8,,,,,Cu alloy,,other metal,,306,0,FALSE,,
3624,SardShU67(E7c),SardShE7,Furniture,fragmentary,Campstool,Y,parts of 3 frames; round rods,3,,44,62.5,,,,,Iron,,other metal,,307,0,FALSE,,
3625,SardShU67(E7d),SardShE7,Security,broken,Lock-Gen,Y,rectangular; heavily corroded,2,9.6,11,,,,,,Iron,,other metal,,cf 288,0,FALSE,,
3626,SardShP67.16:7339,SardShE7,Container,fragmentary,Amphora-Gen,Y,lower neck; joining body frags; 2 handles; surface v abraded & showing evidence of having been soaked; graffito IAKWB on shoulder scratched after firing,1,,,,,14,,,Pottery/ceramic,,clay buff; clay pink; micaceous,,311,0,FALSE,,
3627,SardShP67.18:7341,SardShE7,Container,fragmentary,Amphora-Gen,Y,shoulder frag; graffito IAKW fragmentary; scratched after firing just below neck,1,,,,,,,,Pottery/ceramic,,slip red,,312,0,FALSE,,
3628,SardSHIN67.26,SardShE7,Container,fragmentary,Amphora-Gen,Y,thick sherd; graffito Sƒ fragmentary; broken on r; incised after firing 3.7cm below neck,1,10.2,8.7,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3629,SardSHIN67.25,SardShE7,Container,fragmentary,Amphora-Gen,Y,2 joining frags of shoulder showing turn of neck; graffito retrograde N just below neck incised before firing w stick or straw,1,8.2,9.1,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3630,SardShU67F313,SardShE7,Container; Food & drink,intact,Cup-NoHandle,Y,flat string-cut bottom; wall curves inward to plain rim; ext ridged int smooth; charcoal deposits on ext; black deposit on int which may be residue from use as crucible,1,5.5,,,,,9.5,,Pottery/ceramic,,clay buff; clay pink; discolouration burning,,313,0,FALSE,,
3631,SardShU67(E7e),SardShE7,Container; Food & drink,intact,Cup-NoHandle,Y,as [ID3630]; heavier wall; coarser body,1,5.5,,,,,9.5,,Pottery/ceramic,,clay buff; clay pink; discolouration burning,,,0,FALSE,,
3632,SardShU67F314,SardShE7,Container; Food & drink,intact,Cup-NoHandle,Y,as [ID3161] but bottom set off so could be grasped w pincers,1,5.5,,,,,8.7,,Pottery/ceramic,,clay buff; clay pink; discolouration burning; micaceous,,314,0,FALSE,,
3633,SardShU67F315,SardShE7,Container; Food & drink,intact,Cup-NoHandle,Y,as [ID3632] but sides evenly curved,1,5,,,,,8.8,,Pottery/ceramic,,clay buff; clay pink; discolouration burning; micaceous,,315,0,FALSE,,
3634,SardShU67(E7f),SardShE7,Lighting,intact,Lamp,Y,wide; flat discus w 7 holes around central pour hole; solid vertical handle,1,10.5,7.5,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3635,SardShS67.13:7351,SardShE7,Industry,intact,Mortar-Shlw,Y,basalt; round; flat bottom; flat rim; 3 rectangular handles; deeply channeled heavy spout; top flat & extends to side of rim; no hole through wall to spout,1,10,,,,,42,32,Stone other,,dark grey,,280; 310; 316,0,FALSE,,
3636,SardShS67.13:7353,SardShE7,Industry,intact,Mortar-Shlw,Y,as [ID3635] but raised split leaf decorates spout; small hole through wall to spout; hole in bottom,1,13,,,,,40,25,Stone other,,dark grey,,280; 309,0,FALSE,found w pestle [ID3637] and catalogued together,
3637,SardShS67.13:7353p,SardShE7,Industry,intact,Pestle-Elbow,Y,basalt; small end rough-finished; larger end smooth; working end polished v smooth,1,,,16,,10.5,,,Stone other,,dark grey,,280; 310,0,FALSE,found w mortar [ID3636] and catalogued together,
3638,SardShS67.13:7353p,SardShE7,Industry,intact,Mortar-Shlw,Y,as [ID3636] but undecorated; spout not grooved & no access hole (unfinished),1,12.5,,,,,46.5,39,Stone other,,dark grey,,,0,FALSE,,
3639,SardShUncat(E7a),SardShE7,Industry,intact,Mortar-Cylindrical,Y,,2,,,,,,,,Marble,,,,270,0,FALSE,,
3640,SardShUncat(E7b),SardShE7,Food & drink; Other; Uncertain,intact,Tray,Y,flat; w simple incurved side,1,,,,,,,,Stone other,,,,270,0,FALSE,,
3641,SardShUncat(E7c),SardShE7,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,round w rough finished sides & flat foot,1,,,,,,,,Marble,,,,308,0,FALSE,,
3642,SardShU67(E8a),SardShE8,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,dented but apparently hemispherical w slightly concave base,1,,,,,,,2.7,Cu alloy,,,,,0,FALSE,,
3643,SardShUncat(E8a),SardShE8,Container,intact,Amphora-Gen,Y,coarse redware,6,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3644,SardShUncat(E8b),SardShE8,Container,intact,Unguentarium,Y,coarse redware,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3645,SardShUncat(E8c),SardShE8,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,coarse redware,3,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3646,SardShUncat(E8d),SardShE8,Food & drink; Other; Uncertain,intact,Dish,Y,coarse redware,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3647,SardShUncat(E8e),SardShE8,Container,intact,Pithos,Y,,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3648,SardShUncat(E8f),SardShE8,Container; Other,intact,Lid-Gen,Y,,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3649,SardShUncat(E8g),SardShE8,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,,1,,,,,,,,Pottery/ceramic,,combed decoration,,,0,FALSE,,
3650,SardShUncat(E8h),SardShE8,Food & drink; Uncertain,intact,Plate,Y,fine redware,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3651,SardShU67F326,SardShE8,Container,fragmentary,Amphora-Gen,Y,frag of neck w small pulled handle; divided at end & pressed onto vessel,1,,,,,,,,Pottery/ceramic,,,,326,0,FALSE,,
3652,SardShU67F327,SardShE8,Container; Food & drink; Uncertain,intact,Bowl-CarinatedShlw,Y,upright rim w moulding & sharp carinations on ext; smooth on int; ring foot unevenly cut away from wall & damaged before firing,2,,,,,25.6,,,Pottery/ceramic,,clay red; moulded decoration; slip red,,327,0,FALSE,,
3653,SardShL67.17:7350,SardShE8,Lighting,broken,Lamp,Y,handle; hollow; mould-made; head (Bacchus?) framed by vine & grapes,1,,,,,,,,Pottery/ceramic,,moulded decoration,,328,0,FALSE,,
3654,SardShL67.19:7374,SardShE8,Lighting,fragmentary,Lamp,Y,solid handle & part of discus; relief shows upper part of lion in discus; vines on rim,1,,,,,,,,Pottery/ceramic,,moulded decoration,,,0,FALSE,,
3655,SardShU67(E8b),SardShE8,Food & drink; Other; Uncertain,fragmentary,TrayRound,Y,curved side; flat bottom set off from side,1,7,,,,70,,,Marble,,white,,,0,FALSE,,
3656,SardShU67(E9a),SardShE9,Other,broken,Bell,Y,hemispherical; cast in one piece,1,3.9,,,,,,3,Cu alloy,,other metal,,,0,FALSE,,
3657,SardShU67(E9b),SardShE9,Other,fragmentary,Bell,Y,,1,,,,,,,,Cu alloy,,other metal,,,0,FALSE,,
3658,SardShJ73.1:8221,SardShE9,Dress accessory; Jewellery,intact,Brooch-Circular,Y,glass paste inlays; centre square amber; circles amber to brown; arcs light green; triangles deep blue to purple,1,,,,,5.2,,,Cu alloy; Glass,,brown; dark blue; dark purple; dark yellow; light green; other metal,,338,0,FALSE,Hidden in niche in W wall,
3659,SardShM67.35:7584,SardShE9,Other,broken,Censer,Y,hemispherical bowl; slight carination below straight rim; 3 high; ridged feet; one chain loop preserved; bowl hammered sheet metal; feet solid cast,1,5.5,,,,7.8,,,Cu alloy,,other metal,,339,0,FALSE,"Crawford mentions ""an almost identical censer in Istanbul with Inscribed rim; 'Anat. Civ.' III 173 no C53""",
3660,SardShU67(E9c),SardShE9,Container; Other,broken,Lid-Flask,Y,low cylindrical sides; flat top; no trace of handle,1,7.5,,,,13.5,,,Cu alloy,,other metal,,,0,FALSE,,
3661,SardShU67(E9d),SardShE9,Container; Other,broken,Lid-Flask,Y,cylindrical; hammered sheet metal joined w toothed seam,1,4.3,,,,3.8,,,Cu alloy,,other metal,,,0,FALSE,,
3662,SardShU67(E9e),SardShE9,Container; Other,broken,Lid-Flask,Y,cylindrical; hammered sheet metal joined w toothed seam,1,5,,,,4.8,,,Cu alloy,,other metal,,,0,FALSE,,
3663,SardShU67(E9f),SardShE9,Container; Other,broken,Lid-Flask,Y,cylindrical; hammered sheet metal joined w toothed seam,1,3.3,,,,5.5,,,Copper,,other metal,,,0,FALSE,,
3664,SardShU67(E9g),SardShE9,Other; Toilet; Tool; Uncertain,broken,Spoon-Cosmetic,Y,shell-shaped bowl; moulded handle,1,,,,,0.6,,,Copper,,other metal,,,0,FALSE,diameter given is that of bowl,
3665,SardShU67(E9h),SardShE9,Other,broken,Handle,Y,s-curved w round section; flattened at lower end for attachment to vessel; upper end split for attachment to lip,1,15.5,2.4,,,,,,Iron,,other metal,,,0,FALSE,,
3666,SardShU73(E9a),SardShE9,Security,intact,Key,Y,w ring,1,,,4.8,,3.3,,,Iron,,other metal,,,0,FALSE,,
3667,SardShU67(E9i),SardShE9,Industry; Tool,broken,Pounder,Y,trapezoidal head; long; tapere; rectangular tang,1,,4.7,20.8,,,,,Iron,,other metal,,,0,FALSE,,
3668,SardShM67.30:7476,SardShE9,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,Lead. Concave base; flaring sides w slight carination below everted rim; 4 triangular lugs attached to rim; found filled w glass fragments,1,4,,,,12,,,Lead/pewter,,other metal,,340,0,FALSE,,
3669,SardShUncat(E9a),SardShE9,Container,intact,Pithos,Y,combed ware,1,,,,,,,,Pottery/ceramic,,combed decoration,,,0,FALSE,,
3670,SardShUncat(E9b),SardShE9,Container,intact,Amphora-Gen,Y,,2,,,,,,,,Pottery/ceramic,,slip white,,,0,FALSE,,
3671,SardShUncat(E9c),SardShE9,Container,intact,Amphora-Gen,Y,,21,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3672,SardShUncat(E9d),SardShE9,Food & drink; Uncertain,intact,Plate,Y,,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3673,SardShUncat(E9e),SardShE9,Container,intact,Basin-Gen,Y,,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3674,SardShUncat(E9f),SardShE9,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
